ClientNumber,MatterNumber,CompletionDate,DateProcessed,DeduplicatedFileSizeGB,NumberofFilesDeduplicated,TotalDocumentsPostFiltering,TotalGBPostFiltering,TotalGBPreExpansion,TicketNumber,CustodianID
432023,205440,2015-12-27 16:00:00.000,2015-12-26 20:34:21.960,0.000,0,80,0.054,0.045,379341,424112
95875,851264,2015-12-27 17:00:00.000,2015-12-27 15:33:36.430,0.020,127,6648,1.526,0.874,806490,1041352
95875,851264,2015-12-27 17:00:00.000,2015-12-27 15:33:36.430,1.109,5231,3484,1.048,1.160,806490,630267
201737,986688,2015-12-29 08:00:00.000,2015-12-27 16:07:58.633,0.004,6,240,0.156,0.109,125992,353000
711041,316288,2015-12-28 11:30:00.000,2015-12-27 17:33:09.113,0.000,0,28,0.007,0.004,556554,249761
474812,813632,2015-12-29 16:00:00.000,2015-12-27 20:09:47.713,0.022,27,635,0.466,0.289,987116,193102
928166,593792,2015-12-28 16:00:00.000,2015-12-28 01:49:57.723,0.000,0,35,0.002,0.001,862148,592024
928166,593792,2015-12-28 16:00:00.000,2015-12-28 01:49:57.723,0.000,0,104,0.008,0.005,862148,725175
928166,593792,2015-12-28 16:00:00.000,2015-12-28 01:49:57.723,0.000,0,269,0.021,0.013,862148,317951
906477,186048,2015-12-30 09:00:00.000,2015-12-28 14:40:36.707,0.000,0,4775,6.600,5.277,119166,585421
1030445,616320,2015-12-29 15:00:00.000,2015-12-28 17:41:55.910,0.000,0,7,21.800,0.385,240721,50597
95875,851264,2015-12-29 14:30:00.000,2015-12-28 18:36:48.437,0.081,616,933,0.124,0.189,115753,770322
95875,851264,2015-12-29 14:30:00.000,2015-12-28 18:36:48.437,0.036,313,490,0.065,0.106,115753,177379
95875,851264,2015-12-29 14:30:00.000,2015-12-28 18:36:48.437,0.115,1089,1447,0.530,0.450,115753,1041352
95875,851264,2015-12-29 14:30:00.000,2015-12-28 18:36:48.437,0.054,1162,256,0.012,0.076,115753,630267
95875,851264,2015-12-29 14:30:00.000,2015-12-28 18:36:48.437,0.040,647,94,0.002,0.053,115753,451075
1008164,571264,2015-12-29 15:00:00.000,2015-12-28 19:10:51.910,0.041,257,48,0.004,0.026,608799,238038
432023,205440,2015-12-30 11:00:00.000,2015-12-29 15:19:37.550,0.000,0,16,0.013,0.009,726941,424112
1008164,571264,2015-12-30 11:00:00.000,2015-12-29 15:36:44.123,0.006,169,174,0.076,0.080,171411,705132
906477,186048,2015-12-30 17:00:00.000,2015-12-29 20:47:31.613,0.000,0,1231,3.236,2.754,46443,585421
250029,627712,2016-01-04 12:00:00.000,2015-12-30 02:07:25.563,0.000,0,33969,10.940,5.412,539489,19975
761602,805504,2016-01-04 12:00:00.000,2015-12-30 17:06:57.600,0.000,0,205,0.043,0.025,352037,998374
801560,616320,2016-01-04 10:00:00.000,2015-12-30 18:11:19.200,0.000,0,102,0.935,0.935,43030,NULL
715264,217792,2016-01-05 09:00:00.000,2016-01-04 14:22:53.500,0.319,382,21796,1.884,1.520,657631,354108
715264,217792,2016-01-05 09:00:00.000,2016-01-04 14:22:53.500,0.422,772,11104,6.576,9.568,657631,316202
155663,356992,2016-01-05 17:00:00.000,2016-01-04 16:31:09.563,0.205,601,2859,0.866,0.610,286140,NULL
928166,593792,2016-01-05 12:00:00.000,2016-01-04 18:44:36.927,0.000,0,7,0.001,0.001,716702,645182
928166,593792,2016-01-05 12:00:00.000,2016-01-04 18:44:36.927,0.000,0,373,0.034,0.025,716702,449539
928166,593792,2016-01-05 12:00:00.000,2016-01-04 18:44:36.927,0.000,0,65,0.006,0.004,716702,287768
928166,593792,2016-01-05 12:00:00.000,2016-01-04 18:44:36.927,0.000,0,50,0.005,0.003,716702,74416
928166,593792,2016-01-05 12:00:00.000,2016-01-04 18:44:36.927,0.000,0,32,0.003,0.002,716702,693266
928166,593792,2016-01-05 12:00:00.000,2016-01-04 18:44:36.927,0.000,0,180,0.015,0.010,716702,1028472
928166,593792,2016-01-05 12:00:00.000,2016-01-04 18:44:36.927,0.000,0,369,0.037,0.028,716702,40337
928166,593792,2016-01-05 12:00:00.000,2016-01-04 18:44:36.927,0.000,0,162,0.018,0.015,716702,493281
928166,593792,2016-01-05 12:00:00.000,2016-01-04 18:44:36.927,0.000,0,340,0.034,0.026,716702,810986
928166,593792,2016-01-05 12:00:00.000,2016-01-04 18:44:36.927,0.000,0,58,0.005,0.003,716702,1002876
928166,593792,2016-01-05 12:00:00.000,2016-01-04 18:44:36.927,0.000,0,354,0.039,0.030,716702,657733
928166,593792,2016-01-05 12:00:00.000,2016-01-04 18:44:36.927,0.000,0,56,0.005,0.003,716702,339976
928166,593792,2016-01-05 12:00:00.000,2016-01-04 18:44:36.927,0.000,0,16,0.001,0.001,716702,161144
928166,593792,2016-01-05 12:00:00.000,2016-01-04 18:44:36.927,0.000,0,239,0.023,0.017,716702,460062
250029,627712,2016-01-05 16:00:00.000,2016-01-04 20:12:50.340,0.012,6,16383,8.667,4.344,772360,349036
928166,593792,2016-01-09 10:00:00.000,2016-01-04 20:15:16.997,0.003,314,15130,5.904,3.432,216830,769493
928166,593792,2016-01-09 10:00:00.000,2016-01-04 20:15:16.997,0.250,1233,17713,2.916,1.780,216830,176341
928166,593792,2016-01-09 10:00:00.000,2016-01-04 20:15:16.997,0.954,3105,5813,1.096,1.184,216830,287092
928166,593792,2016-01-09 10:00:00.000,2016-01-04 20:15:16.997,0.885,3155,10790,2.045,1.791,216830,557852
928166,593792,2016-01-09 10:00:00.000,2016-01-04 20:15:16.997,0.685,2354,3764,0.998,1.368,216830,688307
928166,593792,2016-01-09 10:00:00.000,2016-01-04 20:15:16.997,0.032,328,1070,0.344,0.197,216830,273691
928166,593792,2016-01-09 10:00:00.000,2016-01-04 20:15:16.997,1.519,5545,12134,2.352,2.614,216830,1046659
928166,593792,2016-01-09 10:00:00.000,2016-01-04 20:15:16.997,1.648,6308,10929,1.983,2.258,216830,208102
928166,593792,2016-01-09 10:00:00.000,2016-01-04 20:15:16.997,0.990,3607,6560,0.833,1.100,216830,908203
928166,593792,2016-01-09 10:00:00.000,2016-01-04 20:15:16.997,0.213,878,2057,0.455,0.379,216830,272650
928166,593792,2016-01-09 10:00:00.000,2016-01-04 20:15:16.997,1.064,3886,5757,0.946,1.152,216830,139173
928166,593792,2016-01-09 10:00:00.000,2016-01-04 20:15:16.997,0.209,1057,1446,0.323,0.296,216830,449539
928166,593792,2016-01-09 10:00:00.000,2016-01-04 20:15:16.997,0.958,3795,5364,0.918,1.176,216830,749118
928166,593792,2016-01-09 10:00:00.000,2016-01-04 20:15:16.997,0.269,958,4136,1.061,0.756,216830,1023953
928166,593792,2016-01-09 10:00:00.000,2016-01-04 20:15:16.997,0.000,0,0,0.000,2.812,216830,554924
928166,593792,2016-01-09 10:00:00.000,2016-01-04 20:15:16.997,1.049,3858,3941,0.637,0.973,216830,823205
928166,593792,2016-01-09 10:00:00.000,2016-01-04 20:15:16.997,1.854,7677,63643,16.794,11.051,216830,518656
928166,593792,2016-01-09 10:00:00.000,2016-01-04 20:15:16.997,1.416,5703,13447,4.174,3.458,216830,316094
928166,593792,2016-01-09 10:00:00.000,2016-01-04 20:15:16.997,2.113,5885,47806,14.119,8.919,216830,335326
928166,593792,2016-01-09 10:00:00.000,2016-01-04 20:15:16.997,0.440,1272,1977,0.410,0.489,216830,744743
928166,593792,2016-01-09 10:00:00.000,2016-01-04 20:15:16.997,1.758,6428,8223,1.841,2.029,216830,917193
928166,593792,2016-01-09 10:00:00.000,2016-01-04 20:15:16.997,7.619,26827,77042,18.972,15.283,216830,220023
928166,593792,2016-01-09 10:00:00.000,2016-01-04 20:15:16.997,1.895,7332,9695,1.628,2.101,216830,487545
928166,593792,2016-01-09 10:00:00.000,2016-01-04 20:15:16.997,5.910,15491,74,0.028,3.604,216830,769493
928166,593792,2016-01-09 10:00:00.000,2016-01-04 20:15:16.997,3.172,19028,64,0.005,1.915,216830,176341
928166,593792,2016-01-09 10:00:00.000,2016-01-04 20:15:16.997,2.125,7777,1812,0.340,1.467,216830,688307
928166,593792,2016-01-09 10:00:00.000,2016-01-04 20:15:16.997,0.379,1413,105,0.004,0.207,216830,273691
928166,593792,2016-01-09 10:00:00.000,2016-01-04 20:15:16.997,1.842,10272,9,0.000,1.196,216830,908203
928166,593792,2016-01-09 10:00:00.000,2016-01-04 20:15:16.997,0.540,2530,134,0.015,0.317,216830,449539
928166,593792,2016-01-09 10:00:00.000,2016-01-04 20:15:16.997,0.860,3300,76,0.019,0.521,216830,744743
928166,593792,2016-01-09 10:00:00.000,2016-01-04 20:15:16.997,0.000,0,0,0.000,2.812,216830,554924
928166,593792,2016-04-18 10:22:00.000,2016-01-04 20:16:44.763,0.652,2252,2572,0.955,0.893,709876,287768
928166,593792,2016-04-18 10:22:00.000,2016-01-04 20:16:44.763,0.778,2661,3080,0.598,0.828,709876,548121
928166,593792,2016-04-18 10:22:00.000,2016-01-04 20:16:44.763,0.875,3249,6121,1.563,1.399,709876,796695
928166,593792,2016-04-18 10:22:00.000,2016-01-04 20:16:44.763,2.050,7569,9654,2.334,2.644,709876,1011103
928166,593792,2016-04-18 10:22:00.000,2016-01-04 20:16:44.763,1.496,5725,8576,1.571,2.115,709876,71472
928166,593792,2016-04-18 10:22:00.000,2016-01-04 20:16:44.763,1.702,7009,19961,8.386,5.998,709876,251232
928166,593792,2016-04-18 10:22:00.000,2016-01-04 20:16:44.763,0.208,961,1335,0.412,0.341,709876,665361
928166,593792,2016-04-18 10:22:00.000,2016-01-04 20:16:44.763,0.472,1722,1446,0.410,0.486,709876,672283
928166,593792,2016-04-18 10:22:00.000,2016-01-04 20:16:44.763,0.325,1531,5719,0.701,0.598,709876,116088
928166,593792,2016-04-18 10:22:00.000,2016-01-04 20:16:44.763,0.139,885,1978,0.385,0.291,709876,732144
928166,593792,2016-04-18 10:22:00.000,2016-01-04 20:16:44.763,0.260,1025,1790,0.871,0.610,709876,40337
928166,593792,2016-04-18 10:22:00.000,2016-01-04 20:16:44.763,1.424,5176,11148,5.281,3.801,709876,222091
928166,593792,2016-04-18 10:22:00.000,2016-01-04 20:16:44.763,0.888,3408,4389,0.862,1.038,709876,810986
928166,593792,2016-04-18 10:22:00.000,2016-01-04 20:16:44.763,1.428,5234,9734,3.126,2.878,709876,226733
928166,593792,2016-04-18 10:22:00.000,2016-01-04 20:16:44.763,1.787,7011,7423,2.346,2.604,709876,784896
928166,593792,2016-04-18 10:22:00.000,2016-01-04 20:16:44.763,1.246,5104,5217,0.959,1.375,709876,918629
928166,593792,2016-04-18 10:22:00.000,2016-01-04 20:16:44.763,0.530,2065,3884,0.909,0.790,709876,509158
928166,593792,2016-04-18 10:22:00.000,2016-01-04 20:16:44.763,0.000,0,0,0.000,1.601,709876,554631
928166,593792,2016-04-18 10:22:00.000,2016-01-04 20:16:44.763,1.981,8457,9625,3.229,3.261,709876,458256
928166,593792,2016-04-18 10:22:00.000,2016-01-04 20:16:44.763,0.213,3232,1900,0.319,0.320,709876,532404
928166,593792,2016-04-18 10:22:00.000,2016-01-04 20:16:44.763,0.740,2435,1847,0.345,0.636,709876,725175
928166,593792,2016-04-18 10:22:00.000,2016-01-04 20:16:44.763,0.270,1083,2269,0.442,0.400,709876,906084
928166,593792,2016-04-18 10:22:00.000,2016-01-04 20:16:44.763,1.648,6507,5392,0.832,1.582,709876,992935
928166,593792,2016-04-18 10:22:00.000,2016-01-04 20:16:44.763,2.188,9889,15794,1.755,2.872,709876,973328
928166,593792,2016-04-18 10:22:00.000,2016-01-04 20:16:44.763,2.485,9380,25548,7.101,5.790,709876,825915
928166,593792,2016-01-16 10:00:00.000,2016-01-04 20:17:44.343,1.743,6752,7600,1.752,2.164,154346,801578
928166,593792,2016-01-16 10:00:00.000,2016-01-04 20:17:44.343,2.005,8474,8266,1.455,2.254,154346,470591
928166,593792,2016-01-16 10:00:00.000,2016-01-04 20:17:44.343,0.411,1704,3265,1.213,0.895,154346,382645
928166,593792,2016-01-16 10:00:00.000,2016-01-04 20:17:44.343,0.334,1822,11123,1.175,0.831,154346,551228
928166,593792,2016-01-16 10:00:00.000,2016-01-04 20:17:44.343,0.064,317,468,0.063,0.092,154346,359389
928166,593792,2016-01-16 10:00:00.000,2016-01-04 20:17:44.343,1.494,5745,3626,0.878,1.569,154346,28373
928166,593792,2016-01-16 10:00:00.000,2016-01-04 20:17:44.343,1.435,4724,11143,4.133,3.284,154346,45607
928166,593792,2016-01-16 10:00:00.000,2016-01-04 20:17:44.343,0.635,2825,1991,0.221,0.522,154346,970283
928166,593792,2016-01-16 10:00:00.000,2016-01-04 20:17:44.343,3.594,14753,12728,2.328,3.957,154346,748719
928166,593792,2016-01-16 10:00:00.000,2016-01-04 20:17:44.343,1.209,4478,3818,0.764,1.133,154346,317951
928166,593792,2016-01-16 10:00:00.000,2016-01-04 20:17:44.343,2.892,10464,13528,3.143,3.789,154346,210472
928166,593792,2016-01-16 10:00:00.000,2016-01-04 20:17:44.343,2.212,9349,8056,1.188,2.333,154346,248052
928166,593792,2016-01-16 10:00:00.000,2016-01-04 20:17:44.343,1.673,6098,8170,2.141,2.546,154346,513788
928166,593792,2016-01-16 10:00:00.000,2016-01-04 20:17:44.343,0.000,0,0,0.000,5.302,154346,137621
928166,593792,2016-01-16 10:00:00.000,2016-01-04 20:17:44.343,0.530,2075,1847,0.390,0.558,154346,194329
928166,593792,2016-01-16 10:00:00.000,2016-01-04 20:17:44.343,1.468,6003,25787,8.127,5.429,154346,864541
928166,593792,2016-01-16 10:00:00.000,2016-01-04 20:17:44.343,0.651,3077,8041,2.411,1.855,154346,657733
928166,593792,2016-01-16 10:00:00.000,2016-01-04 20:17:44.343,1.157,4428,3281,0.715,1.218,154346,998786
928166,593792,2016-01-16 10:00:00.000,2016-01-04 20:17:44.343,0.698,2588,1633,0.314,0.594,154346,49858
928166,593792,2016-01-16 10:00:00.000,2016-01-04 20:17:44.343,0.622,2207,1389,0.131,0.433,154346,339976
928166,593792,2016-01-16 10:00:00.000,2016-01-04 20:17:44.343,1.677,6603,5675,0.952,1.670,154346,51048
928166,593792,2016-01-16 10:00:00.000,2016-01-04 20:17:44.343,0.087,871,1874,0.751,0.448,154346,180061
928166,593792,2016-01-16 10:00:00.000,2016-01-04 20:17:44.343,0.411,2061,2109,0.460,0.518,154346,745871
928166,593792,2016-01-16 10:00:00.000,2016-01-04 20:17:44.343,0.725,3382,8110,1.543,1.610,154346,506972
928166,593792,2016-01-16 10:00:00.000,2016-01-04 20:17:44.343,0.376,2020,2009,0.183,0.339,154346,770071
906477,186048,2016-01-05 17:00:00.000,2016-01-04 20:33:53.163,0.000,0,32,0.074,0.074,647392,585421
840372,159680,2016-01-05 23:00:00.000,2016-01-05 06:39:48.003,0.000,0,213,0.953,0.759,584908,208261
992808,267456,2016-01-06 14:00:00.000,2016-01-05 19:55:24.077,0.000,0,2,0.003,0.002,150933,622353
1030445,86400,2016-01-06 14:30:00.000,2016-01-05 21:23:03.923,0.000,0,60,0.017,0.016,334972,NULL
250029,627712,2016-01-06 19:00:00.000,2016-01-06 04:42:02.060,0.035,85,20429,8.446,3.273,765534,1001234
250029,627712,2016-01-06 19:00:00.000,2016-01-06 04:42:02.060,0.000,0,2820,2.614,1.108,765534,222537
250029,627712,2016-01-06 19:00:00.000,2016-01-06 04:42:02.060,0.005,3,6482,3.539,1.593,765534,274896
42161,653952,2016-01-06 18:00:00.000,2016-01-06 04:49:29.767,11.230,12392,8345,6.343,10.795,949573,NULL
906477,186048,2016-01-09 17:00:00.000,2016-01-06 14:33:58.263,0.000,0,81,0.134,0.134,22552,585421
373110,459712,2016-01-09 10:00:00.000,2016-01-06 16:02:40.143,1.529,5874,2636,0.909,0.934,144107,NULL
480389,297024,2016-01-09 11:30:00.000,2016-01-06 17:32:56.183,0.000,0,33,0.017,0.016,19139,640570
1030445,616320,2016-01-09 10:00:00.000,2016-01-06 17:58:35.180,0.000,0,2,0.000,0.000,512185,373306
1030445,616320,2016-01-09 10:00:00.000,2016-01-06 17:58:35.180,0.000,0,1,0.000,0.000,512185,373306
487840,859392,2016-01-10 14:00:00.000,2016-01-06 18:00:41.527,94.862,119960,35523,16.403,39.591,1005231,NULL
829614,622016,2016-01-09 17:00:00.000,2016-01-06 18:02:52.030,0.000,0,525,0.468,0.370,942747,683781
440225,56960,2016-01-09 14:00:00.000,2016-01-06 20:33:33.860,0.000,0,4,0.005,0.005,817779,NULL
992808,267456,2016-01-07 21:00:00.000,2016-01-07 23:25:23.330,0.009,2,292,1.073,1.044,755295,622353
1030445,813632,2016-01-10 16:00:00.000,2016-01-09 21:00:06.223,0.000,0,25,0.043,0.039,8900,50597
250029,627712,2016-01-10 18:30:00.000,2016-01-10 01:51:27.803,0.029,96,15836,6.631,3.430,994992,565671
829614,622016,2016-01-11 17:00:00.000,2016-01-10 14:48:32.780,0.000,0,94,0.015,0.015,376978,683781
1030445,616320,2016-01-11 10:00:00.000,2016-01-10 14:48:44.147,0.000,0,1,0.000,0.000,870024,373306
432023,205440,2016-01-11 11:00:00.000,2016-01-10 15:47:16.600,0.000,0,11,0.004,0.003,807540,424112
751186,205440,2016-01-11 11:00:00.000,2016-01-10 15:59:05.733,0.000,1,136,0.055,0.038,252010,233212
555995,821760,2016-01-12 16:00:00.000,2016-01-10 20:18:44.307,0.000,0,17,0.001,0.001,491707,NULL
591418,148416,2016-01-11 15:00:00.000,2016-01-10 20:42:23.230,0.000,0,239,0.077,0.048,984753,141905
201737,935936,2016-01-13 10:00:00.000,2016-01-11 14:06:09.080,0.000,0,156,0.069,0.030,300842,NULL
906477,186048,2016-01-12 09:00:00.000,2016-01-11 14:07:47.833,0.000,0,957,2.634,2.514,793888,585421
740341,859392,2016-01-12 15:00:00.000,2016-01-11 22:41:00.483,0.000,0,178,0.105,0.094,418984,NULL
740341,715968,2016-01-12 14:00:00.000,2016-01-11 22:43:23.157,0.000,0,17,0.011,0.011,912030,NULL
992808,267456,2016-01-12 20:00:00.000,2016-01-12 06:03:44.743,0.060,20,8,0.024,0.083,356500,27997
906477,186048,2016-01-13 09:00:00.000,2016-01-12 14:17:26.247,0.000,0,50,0.111,0.102,787062,585421
751186,205440,2016-01-13 11:00:00.000,2016-01-12 15:38:24.857,0.000,0,230,0.329,0.161,349674,233212
761602,805504,2016-01-13 11:00:00.000,2016-01-12 15:39:31.200,0.000,0,152,0.087,0.044,842720,998374
777292,505472,2016-01-13 12:30:00.000,2016-01-12 16:45:44.517,0.000,0,6,0.002,0.002,471229,136198
777292,505472,2016-01-13 12:30:00.000,2016-01-12 16:45:44.517,0.000,0,23,0.002,0.001,471229,399721
967464,259328,2016-01-16 14:00:00.000,2016-01-12 18:06:24.663,0.143,73,476,0.837,0.856,964275,NULL
337895,24384,2016-01-13 14:30:00.000,2016-01-12 19:02:15.317,0.028,87,27220,6.266,3.673,901791,56386
250029,627712,2016-01-13 17:00:00.000,2016-01-12 21:09:20.950,0.314,660,42123,19.675,9.940,158809,146740
740341,859392,2016-01-13 17:00:00.000,2016-01-13 01:29:47.570,0.000,0,17,0.011,0.011,155396,NULL
740341,715968,2016-01-13 17:00:00.000,2016-01-13 01:31:27.447,0.000,0,178,0.105,0.094,648442,NULL
751186,205440,2016-01-16 14:00:00.000,2016-01-13 18:29:14.983,0.000,17,103,0.499,0.475,582545,233212
740341,715968,2016-01-17 12:00:00.000,2016-01-13 19:01:58.287,0.010,217,11634,3.392,1.903,27015,500969
740341,715968,2016-01-17 12:00:00.000,2016-01-13 19:01:58.287,3.349,25616,7633,1.141,2.398,27015,20047
740341,715968,2016-01-17 12:00:00.000,2016-01-13 19:01:58.287,0.001,7,4224,2.076,2.424,27015,825027
740341,715968,2016-01-17 12:00:00.000,2016-01-13 19:01:58.287,0.313,2010,27350,5.291,3.244,27015,301500
740341,715968,2016-01-17 12:00:00.000,2016-01-13 19:01:58.287,0.505,2110,939,0.084,0.333,27015,534863
740341,715968,2016-01-17 12:00:00.000,2016-01-13 19:01:58.287,0.570,3153,0,0.000,0.369,27015,520036
928166,593792,2016-01-19 10:00:00.000,2016-01-13 20:11:06.070,0.338,1533,1471,1.005,0.729,520061,630224
928166,593792,2016-01-19 10:00:00.000,2016-01-13 20:11:06.070,5.200,18031,315,0.118,3.136,520061,458256
928166,593792,2016-01-19 10:00:00.000,2016-01-13 20:11:06.070,0.270,1783,3919,0.466,0.425,520061,1034002
928166,593792,2016-01-19 10:00:00.000,2016-01-13 20:11:06.070,0.031,649,995,0.175,0.129,520061,414688
928166,593792,2016-01-19 10:00:00.000,2016-01-13 20:11:06.070,0.503,2105,825,0.029,0.278,520061,732144
928166,593792,2016-01-20 10:00:00.000,2016-01-13 20:12:20.650,0.000,0,21208,2.280,1.686,1013107,NULL
183264,887040,2016-01-16 15:00:00.000,2016-01-14 05:30:52.820,0.000,0,33,0.039,0.039,457577,NULL
683873,163520,2016-01-16 12:00:00.000,2016-01-15 18:10:35.457,0.002,37,878,0.463,0.253,759758,1005530
475161,142848,2016-01-18 11:00:00.000,2016-01-16 15:03:39.020,0.018,67,423,0.865,0.393,881313,NULL
715264,217792,2016-01-18 14:00:00.000,2016-01-16 17:06:02.290,0.000,0,278,0.022,0.020,256473,842898
893379,272448,2016-01-18 11:00:00.000,2016-01-17 14:56:36.973,0.000,0,125,0.037,0.020,805177,331847
474812,813632,2016-01-18 14:00:00.000,2016-01-17 20:48:26.243,0.000,0,63,0.108,0.082,555241,NULL
948819,851264,2016-01-18 16:30:00.000,2016-01-17 21:08:27.747,0.000,0,274,0.203,0.121,246234,798782
474812,813632,2016-01-18 16:00:00.000,2016-01-17 21:46:55.153,0.060,149,790,0.326,0.203,183750,762693
474812,813632,2016-01-18 16:00:00.000,2016-01-17 21:46:55.153,0.993,6726,73250,12.630,6.650,183750,499501
474812,813632,2016-01-18 16:00:00.000,2016-01-17 21:46:55.153,0.021,157,37955,12.535,6.784,183750,410086
474812,813632,2016-01-18 16:00:00.000,2016-01-17 21:46:55.153,0.646,8451,73905,5.764,3.264,183750,885698
683873,163520,2016-01-18 16:00:00.000,2016-01-17 21:49:27.173,0.000,0,4,0.003,0.002,676796,1005530
777292,505472,2016-01-19 12:30:00.000,2016-01-18 15:06:11.363,0.000,0,5,0.002,0.001,673383,399721
753461,975296,2016-01-19 12:00:00.000,2016-01-18 16:24:15.140,0.000,0,99,0.581,0.514,1041461,NULL
683873,163520,2016-01-19 11:00:00.000,2016-01-18 16:31:35.927,0.000,0,65,0.016,0.013,485931,1005530
487840,859392,2016-01-20 08:00:00.000,2016-01-18 17:52:55.813,2.989,2662,7547,4.672,2.818,114440,NULL
1008164,571264,2016-01-19 16:30:00.000,2016-01-18 20:40:08.340,0.000,0,5,0.001,0.001,975564,705132
1030445,86400,2016-01-20 10:00:00.000,2016-01-19 14:14:02.717,0.000,0,159,0.048,0.045,1034635,NULL
474812,813632,2016-01-24 12:00:00.000,2016-01-19 16:11:07.310,0.245,471,47285,29.886,14.835,229169,499501
474812,813632,2016-01-24 12:00:00.000,2016-01-19 16:11:07.310,0.984,3029,140696,29.417,17.153,229169,187040
474812,813632,2016-01-24 12:00:00.000,2016-01-19 16:11:07.310,5.238,14554,90372,33.451,19.161,229169,885698
674429,828736,2016-01-20 12:00:00.000,2016-01-19 17:07:58.537,0.000,0,7,0.002,0.002,166685,721639
49254,913280,2016-01-20 12:00:00.000,2016-01-19 17:38:50.673,0.001,8,272,0.210,0.103,906254,329187
683873,163520,2016-01-19 13:46:00.000,2016-01-19 18:47:48.553,0.000,1,7,0.009,0.007,843770,1005530
881559,505472,2016-01-20 18:00:00.000,2016-01-19 21:21:14.950,0.000,0,59,0.012,0.004,965325,295660
402481,964032,2016-01-23 09:00:00.000,2016-01-20 16:40:13.083,0.000,0,83,0.032,0.029,218930,202448
829614,622016,2016-01-23 17:00:00.000,2016-01-20 19:44:34.593,0.387,176,4307,6.767,3.640,340485,939145
354962,356992,2016-01-24 09:00:00.000,2016-01-22 00:05:22.603,0.104,80,821,4.660,4.577,524524,42053
992808,267456,2016-01-22 17:30:00.000,2016-01-22 00:08:04.337,13.115,56980,95759,28.908,22.829,462040,326217
829614,622016,2016-01-24 17:00:00.000,2016-01-23 14:07:27.867,3.142,971,48,0.077,1.642,767634,939145
715264,217792,2016-01-24 10:00:00.000,2016-01-23 15:51:37.570,1.082,7927,12609,0.772,1.570,642666,354108
2048,391488,2016-01-25 08:00:00.000,2016-01-23 18:49:28.840,0.000,0,33520,0.616,0.616,24652,51066
2048,391488,2016-01-25 08:00:00.000,2016-01-23 18:49:28.840,0.000,0,14794,0.421,0.421,24652,441742
42161,653952,2016-01-24 15:00:00.000,2016-01-23 20:17:00.920,6.627,8894,3549,2.404,6.206,948260,NULL
984543,372096,2016-01-24 13:30:00.000,2016-01-23 20:34:43.497,0.000,0,109,0.081,0.025,576769,NULL
271641,180480,2016-01-24 17:00:00.000,2016-01-24 06:00:34.423,0.000,0,3,0.789,0.789,267762,651061
740341,715968,2016-01-25 10:00:00.000,2016-01-24 06:02:15.453,0.000,0,18,0.035,0.031,760808,NULL
201737,219968,2016-01-25 12:00:00.000,2016-01-24 13:58:09.940,0.000,0,568,0.132,0.084,944847,434236
928166,593792,2016-01-26 10:00:00.000,2016-01-24 20:08:13.417,2.038,7750,8759,2.787,2.896,323420,554924
928166,593792,2016-01-26 10:00:00.000,2016-01-24 20:08:13.417,2.747,8966,20411,6.862,5.589,323420,137621
337895,24384,2016-01-26 16:30:00.000,2016-01-24 20:21:08.397,1.912,8897,47730,9.819,4.331,816466,769163
337895,24384,2016-01-26 16:30:00.000,2016-01-24 20:21:08.397,7.538,31608,92696,19.781,9.819,816466,944373
337895,24384,2016-01-26 16:30:00.000,2016-01-24 20:21:08.397,0.215,908,42193,8.944,3.506,816466,600897
893379,272448,2016-01-25 16:30:00.000,2016-01-24 20:43:49.760,1.654,3666,3117,0.820,1.383,753982,515998
893379,272448,2016-01-25 16:30:00.000,2016-01-24 20:43:49.760,0.285,1120,2336,0.753,0.560,753982,842469
893379,272448,2016-01-25 16:30:00.000,2016-01-24 20:43:49.760,0.269,538,566,0.162,0.215,753982,550705
893379,272448,2016-01-25 16:30:00.000,2016-01-24 20:43:49.760,0.272,799,0,0.000,0.147,753982,805617
893379,272448,2016-01-25 16:30:00.000,2016-01-24 20:43:49.760,0.157,486,178,0.059,0.101,753982,493711
893379,272448,2016-01-25 16:30:00.000,2016-01-24 20:43:49.760,0.307,987,1824,0.848,0.579,753982,307397
893379,272448,2016-01-25 16:30:00.000,2016-01-24 20:43:49.760,0.094,373,5023,2.234,1.211,753982,68075
893379,272448,2016-01-25 16:30:00.000,2016-01-24 20:43:49.760,0.040,229,570,0.232,0.147,753982,85995
94153,282496,2016-01-30 13:30:00.000,2016-01-24 20:45:52.980,0.000,0,295483,32.190,19.149,198452,979585
94153,282496,2016-01-30 13:30:00.000,2016-01-24 20:45:52.980,0.000,0,17625,3.101,0.692,198452,373036
94153,282496,2016-01-30 13:30:00.000,2016-01-24 20:45:52.980,0.000,0,17309,2.250,1.179,198452,1008153
94153,282496,2016-01-30 13:30:00.000,2016-01-24 20:45:52.980,0.000,0,48780,7.519,4.099,198452,162882
94153,282496,2016-01-30 13:30:00.000,2016-01-24 20:45:52.980,0.000,0,15616,2.614,0.632,198452,479178
94153,282496,2016-01-30 13:30:00.000,2016-01-24 20:45:52.980,0.000,0,15161,2.996,0.771,198452,514561
94153,282496,2016-01-30 13:30:00.000,2016-01-24 20:45:52.980,0.000,0,34629,3.051,2.419,198452,580942
94153,282496,2016-01-30 13:30:00.000,2016-01-24 20:45:52.980,0.000,0,551671,80.997,45.666,198452,217999
